edge_type_id target_query source_query syn_weight delay dynamics_params distance_range model_template target_sections
100 pop_name=='EUSaff' * 0.012 2.0 AMPA_ExcToExc.json "[0.0, 300.0]" Exp2Syn ['somatic']
